year,étant_VERB à_ADP,étant_VERB a_ADP,étant_VERB pas_ADV,etant_VERB à_ADP,etant_VERB a_ADP,etant_VERB pas_ADV
1998,2.9505183860578654e-06,7.152193726156497e-09,5.840958579028666e-07,5.197260710687601e-08,2.3840645013706308e-09,5.9124801055077114e-08
1999,2.798791111757737e-06,1.7823784281834065e-08,5.904699946768233e-07,4.478797288598457e-08,4.570201023179621e-09,5.3014332479506265e-08
2000,2.901321249026978e-06,8.394260064825687e-09,6.569612764906196e-07,5.080736098506122e-08,3.0926219363180962e-09,1.4579503826439577e-08
2001,2.7781264009263396e-06,1.4896119671092833e-08,5.41079657523369e-07,3.943090542968264e-08,4.3812117822561447e-10,3.066848330846028e-09
2002,2.929722707989413e-06,1.2267419968736704e-08,5.796355821985344e-07,3.855475005920539e-08,5.257465907071435e-09,7.009954394732176e-09
2003,3.0051847552670097e-06,7.083769237858917e-09,5.587843361354317e-07,4.0835843151398876e-08,4.1669229178253886e-10,5.416999737661854e-09
2004,3.0115558615761984e-06,1.2333415178034102e-08,6.153493359306594e-07,3.347641430728743e-08,3.52383291990499e-09,4.404791198453495e-09
2005,2.9535589121110206e-06,1.486237388714784e-08,6.629519475609413e-07,3.648037161241291e-08,1.3511248786457486e-09,6.305249655724765e-09
2006,2.8606982098722256e-06,1.1941880762034174e-08,6.296253900472948e-07,3.870816445150638e-08,1.6471559671771274e-09,9.471146533712727e-09
2007,2.863642439621117e-06,1.078509459517818e-08,5.728083465328382e-07,4.433872158315921e-08,3.994479469415779e-10,4.393927444112933e-09
2008,2.721355336632314e-06,6.3861593790903726e-09,4.674668900861434e-07,3.7039724620768766e-08,1.7029758714315335e-09,5.960415716543821e-09
2009,2.838504904900674e-06,8.582746291452281e-09,3.8336267493832565e-07,2.9085974739828657e-08,4.76819250749827e-10,2.384096253749135e-09
2010,2.6930343963726955e-06,8.030448084284103e-09,3.2594172694189183e-07,3.4011310212633816e-08,4.723793023408973e-10,7.558068837454357e-09
2011,2.4836697072316838e-06,4.206369197401472e-09,3.0247619520196167e-07,2.026705181457089e-08,1.5295887612065684e-09,4.971163480860241e-09
2012,2.4061257484220278e-06,5.787229528930737e-09,2.2502111107769451e-07,2.7914871414402853e-08,0.0,3.404252713057332e-10
2013,2.310511078462696e-06,3.6258624991347688e-09,2.3986476094250975e-07,1.785040087964873e-08,5.578250084070646e-10,5.578250084070646e-10
2014,2.2886591253268307e-06,3.031623174720721e-09,2.641843082074047e-07,2.252063052710085e-08,2.1654451842767486e-10,6.496335691608124e-10
2015,2.324079332538531e-06,2.43823286560918e-09,2.458181995734776e-07,1.8397575907158625e-08,6.649726186358507e-10,6.649726325136385e-10
2016,2.5259991005555094e-06,3.935546111222266e-09,2.7072414354734065e-07,2.4648946661542936e-08,4.1426800878596737e-10,1.0356699942093428e-09
2017,2.2160020947126213e-06,3.270294840485022e-09,2.4602678649898735e-07,1.559679022045124e-08,7.54683426862357e-10,2.515611330355938e-10
2018,2.2835655073549788e-06,3.6140534453998896e-09,2.1658505033883557e-07,1.600509291765917e-08,1.0325866828253538e-09,5.162933414126769e-10
2019,2.309664331789918e-06,3.06118530524202e-09,2.267828165258834e-07,1.4540630088877293e-08,0.0,0.0
